trial,reward,bucket_dtheta,bucket_dx,bucket_theta,bucket_x,df,df_decay,df_min,er,er_decay,er_min,lr,lr_decay,lr_min
493,174.0,3,4,5,4,0.9318621695599706,0.9973426885552766,0.8519550027950102,0.4039633826681629,0.9911400120361874,0.01424877112889988,0.4706404166400957,0.9901379346571149,0.07351433436399124
494,196.392,3,6,5,5,0.9304030961147643,0.995728367644695,0.8671634448373088,0.4295791551871899,0.9932414696237043,0.019173460751688392,0.4792673500906177,0.996219525826958,0.07608312652796963
495,61.007999999999996,3,6,5,4,0.9282261606499357,0.997288782642991,0.9164613695576058,0.391589260439925,0.989905813278713,0.015936973099195617,0.4607096718207242,0.926531339244982,0.08178769126251119
496,217.32799999999997,3,6,5,4,0.9324676048630994,0.9800571397933603,0.8523599762987036,0.41603973155292223,0.9939998224288462,0.013809726097733233,0.46909690149703814,0.9929484777343506,0.07109302211331206
497,107.31199999999998,6,6,5,4,0.9268506417633281,0.9981881675989566,0.8846732719555455,0.41295929366490636,0.9918819794316647,0.011987759646529766,0.478885817709367,0.9951811424972715,0.074713520947895
498,335.14399999999995,3,6,5,4,0.9251588194775544,0.9958045012591678,0.8565594786009213,0.41005636153952846,0.9891348559915805,0.014419747446070589,0.45337919172226865,0.9966205583153895,0.06799632619088783
499,255.14399999999995,3,6,5,4,0.929899941996965,0.984784480213928,0.9111367049080438,0.3985343900283715,0.9955418548393203,0.017466105944323518,0.48194815499116794,0.9921863824454702,0.07333599614840447
500,209.86400000000003,3,5,5,6,0.928295133692545,0.9947616128469093,0.9221311507761499,0.4288266982982296,0.9916226286633563,0.011438465581485625,0.46399458784498704,0.9983234078885185,0.07942225615425598
501,377.24,3,6,5,4,0.9331005375143291,0.9972872955917145,0.8541898427786592,0.4415821550736667,0.9891574833210544,0.010145771733194208,0.4746027240119255,0.9945474208490687,0.08759182234922872
502,314.96799999999996,3,6,5,4,0.9237414935844499,0.9774122919409274,0.9263139205016725,0.41969987805648756,0.9908123019210374,0.01368458246189125,0.4856035013119826,0.9968742936341803,0.07729124450339556
503,175.66400000000002,2,6,5,4,0.9641409257787988,0.9997929765280132,0.9176370894978829,0.4376481349012705,0.9931582773524277,0.015695904175646137,0.4673301180175053,0.9592895582476244,0.07163285924706589
504,261.20799999999997,3,6,5,4,0.9313235490780547,0.9875712471599898,0.9201410720368262,0.21330108515412494,0.9887544568356922,0.01039716759693585,0.4822968128179305,0.9914065318462227,0.08249177363639133
505,16.824,3,6,8,4,0.9255503748846748,0.9952259166985402,0.8500570268817992,0.49909213188716184,0.9843234359254365,0.01980242325224895,0.47426148344588426,0.9507392772260868,0.06942958593709374
506,19.024,3,6,6,4,0.9032597251932678,0.9985041295407394,0.8556282153001309,0.45674666609267794,0.9873753205366518,0.08818490274764912,0.4578066186845977,0.9881388788222807,0.0896144932479978
507,409.45599999999996,3,6,5,4,0.9072452474165531,0.9911131825482145,0.8654668423759223,0.3979988328893405,0.9945545898370737,0.01270207764502429,0.48905889073472947,0.995020418576463,0.08667034033601592
508,122.304,3,6,5,4,0.9289347785759299,0.9918444603970391,0.8667193124382975,0.39654447356903044,0.9988418118440863,0.014079962981927749,0.49087752800306045,0.9937558567024964,0.09243529997693511
509,175.648,3,6,5,3,0.9275126535333437,0.9943071072984699,0.8631990941117459,0.4117747157340032,0.994349206328923,0.016921146891840003,0.49106688676755716,0.9948783419065486,0.07516412032714566
510,153.52,3,6,5,4,0.9013838866920845,0.9560831041216322,0.8660213700120617,0.38706953294608276,0.9967535014391036,0.012737509631133853,0.48521860884996926,0.9999925649512729,0.07260672398394805
511,17.840000000000003,4,6,4,4,0.9064559014768997,0.9931239000332938,0.8645884349276358,0.40314955780856687,0.9966641021345826,0.012594371247462918,0.49201944610653603,0.9898204953277737,0.08659746830963136
512,222.32799999999997,3,6,5,4,0.9081038719107529,0.9964714157100074,0.8693852881028712,0.394180024259681,0.9946689473334125,0.015384416929345578,0.43970731526565143,0.9924718673316902,0.07931254762234795
513,315.128,3,6,5,4,0.9028788865954032,0.971170429311475,0.8590383087161672,0.4051169490790488,0.9925908819397402,0.008472707623253226,0.4826295406941849,0.9980219392248415,0.09036034676269153
514,59.839999999999996,3,7,5,4,0.9579332620439658,0.9606771220684202,0.86490686867364,0.3909197831676046,0.918337220612685,0.01202463535946294,0.49161012814700067,0.9954186637731847,0.08220628226152929
515,471.384,3,6,5,4,0.9308719156649655,0.9905734384729171,0.8723790286187391,0.41696424700232965,0.9899555056517176,0.009308100962082518,0.4698031837173598,0.9971613446040165,0.07687939114321744
516,259.67199999999997,3,6,5,4,0.9036693820234134,0.9901805126355597,0.8695518875328584,0.4037924769118437,0.9571489528777888,0.009099248627010786,0.4505836595098305,0.9980991705035632,0.07638835280485937
517,372.368,3,6,5,4,0.908770400105533,0.9865326182251014,0.8725241250369259,0.41763224366953416,0.9878505807733919,0.005503728313305962,0.4620356075515285,0.9999656460299315,0.07403482372531313
518,90.712,7,6,5,4,0.9078360443518589,0.9904826338356221,0.8725676437516635,0.4230683811302253,0.9852230945389567,0.009122138941369004,0.46920390880096496,0.9964927075303669,0.07070682077422806
519,323.416,3,6,5,4,0.9325517744631056,0.9880154062120854,0.8750125372993499,0.4139558432476748,0.9811958264807249,0.007794270816988833,0.4660829542641599,0.9981468938071958,0.07740537565476506
520,73.98400000000001,3,6,5,5,0.9100015776372861,0.941201065065639,0.8761025153632479,0.40941594167058387,0.989616163298566,0.010814301092968574,0.47545336649371744,0.9940766823865571,0.07419191725128775
521,335.6,3,5,5,4,0.9045314782437289,0.9837431331952866,0.8943525437598001,0.43265551815610104,0.982963873414455,0.006128194210732382,0.45019386872122225,0.9967238593292065,0.07178409413603344
522,13.312000000000001,3,6,6,4,0.9053688516351661,0.9498550019528199,0.8672262003329344,0.39695083666950304,0.9899838658947925,0.0035677593521098536,0.47854527546381487,0.9983735280568604,0.0682211195435186
523,421.43199999999996,3,6,5,4,0.9309167506825351,0.9907462460361643,0.8703539340502218,0.42932657678526875,0.9864842208916214,0.010445988610614403,0.4600788437738791,0.9961652850211121,0.07529898623082834
524,69.016,4,6,5,4,0.9331791851229293,0.9859293317501394,0.8707444335336526,0.42876669382216065,0.9844461888059333,0.008869257750889445,0.46013787593318733,0.9914615756479458,0.07607047851625062
525,77.4,5,6,5,4,0.9343677827064654,0.9383977496871247,0.8712655529964547,0.42235887224920493,0.9863307635334758,0.007214622681980785,0.43574876287394104,0.9935654440937924,0.0735519651417935
526,269.688,3,6,5,4,0.9068764447115282,0.9880494177453695,0.8731202167923432,0.41541840848720923,0.9878748477720739,0.01062040479938659,0.4455794816227132,0.9954941929295417,0.07777648602322156
527,40.712,3,6,5,4,0.9310681353318175,0.9903641026300458,0.867524905167744,0.40991800931744804,0.975463389674243,0.00425552941511086,0.1837772366834997,0.9825013566595493,0.0749653882733441
528,295.352,3,6,5,4,0.9256580688517994,0.9917394893349204,0.8714470917040895,0.42609879717570753,0.9823111852079126,0.00109178070527194,0.45678746095934925,0.9963516139229359,0.06990788068296754
529,36.815999999999995,3,6,5,4,0.9284133063873496,0.9824324516691874,0.8714769095970204,0.42185142527989283,0.985000078272486,0.01287983621468443,0.46707984606628544,0.9134715686102406,0.07232407411229828
530,159.37600000000003,3,6,5,4,0.9311465760266062,0.9791660403269635,0.8693644764317979,0.43896977201645676,0.9874384323029781,0.00876168487905876,0.44867162279236744,0.9931975129180407,0.07650824242939576
531,335.136,3,6,5,4,0.9236096178145669,0.9851271413631836,0.8751026767964583,0.4296467406342677,0.9907577429440431,0.01070647726987898,0.4588028178490724,0.9950325880117953,0.07897196753719543
532,117.904,3,6,5,3,0.9267933688825032,0.9933872180437675,0.8737575887103969,0.40999387244190233,0.9682596538195628,0.013791762689737466,0.4704172621198231,0.9980269552007687,0.07322417682153849
533,64.36,3,6,5,4,0.910702647290862,0.9881778916508733,0.8684714684733816,0.4337894945234342,0.9272278139138843,0.005611291140662122,0.4669748195968062,0.9910594054944254,0.019872623063958744
534,143.792,2,6,5,4,0.9219864559142902,0.9906785671759719,0.8658748676410428,0.41846537974430165,0.9936032368381195,0.00774896293707747,0.4553169168226319,0.9999851371491503,0.0748767921543291
535,415.024,3,7,5,4,0.9292413128076573,0.9933194497230955,0.8634548426827676,0.4418342793754226,0.9905013416686588,0.012262080909276487,0.4413683225370325,0.9963909464495363,0.07086635421847128
536,262.872,3,7,5,4,0.9337026513372825,0.9889128303122753,0.877737251755064,0.4350828700780735,0.9863033184277508,0.010392271148011644,0.44240135821093807,0.9969822520310464,0.06679546050001904
537,25.192,3,8,5,4,0.9305698585365262,0.9930550760497896,0.8631171983685281,0.16219355670691213,0.9792536879452123,0.012270788481324457,0.4459451230115167,0.9945134875685238,0.06959268937926412
538,265.664,3,7,5,4,0.9253132732963515,0.985851547656114,0.86942816100715,0.44202200264197705,0.9891180798623227,0.007058501809915374,0.42908213985435933,0.9928317074631525,0.07124448703880898
539,305.744,3,7,5,4,0.9270965457696612,0.9913620303452969,0.8863990621315331,0.4244354847795069,0.983835673549725,0.00313587846789522,0.4350582035298633,0.9966670007330184,0.07254320153373323
540,306.448,3,7,5,4,0.9283928872210938,0.9951644381141787,0.8677299110892653,0.43805996799882685,0.9905931852221294,0.009172712592529388,0.4532879201106052,0.9985345512499089,0.07068055044266716
541,173.704,3,7,5,4,0.9210755503716421,0.9901073263723837,0.8968707819742328,0.4445322703328814,0.9880019243935173,0.014977608010826999,0.4605166428700058,0.9952992266329257,0.06947083491461936
542,245.96000000000004,3,5,5,4,0.9318688449460649,0.9842046343212728,0.8916888853504108,0.4455415836910411,0.9855535254407018,0.011720144793195489,0.4540088799078243,0.9895462711708706,0.07463482508553555
543,10.88,3,5,7,4,0.9244614358886243,0.9819896037045276,0.8702347726725176,0.42714345119285396,0.9919642749817831,0.00554174269062451,0.4644168521816946,0.9983251938962292,0.06658732060119521
544,190.44,3,8,5,4,0.9298969199820076,0.9319834885617697,0.9298323577261469,0.3984363648604968,0.9956993846045252,0.009820511736368437,0.4718399464556258,0.9932770655030106,0.07268158386890071
545,131.19199999999998,3,8,5,4,0.9346166189096996,0.9950308512972578,0.8652102122666451,0.4475192476726246,0.9521026635882466,0.012505377032076982,0.44270524669674477,0.9968779413429368,0.07677667284065741
546,177.94400000000002,3,4,5,4,0.9073577036836864,0.9874801997579348,0.8729455149554072,0.43392528331196867,0.9892551962515617,0.008058873488377683,0.47517800639962476,0.9999912719544117,0.06760445643427611
547,225.904,3,7,5,4,0.9225967338935429,0.993326985073953,0.8811925216854894,0.38648337479242056,0.9868610651151826,0.014592962424080192,0.46256965844374465,0.9945530925053178,0.07418765600341852
548,210.10399999999998,3,7,5,7,0.9276843542502706,0.9998204670889747,0.8612577335500075,0.41339171013170056,0.9905117486602812,0.010523721140776803,0.47757419680708735,0.9965371796957623,0.07098232038574347
549,176.736,3,5,5,4,0.9256732057249709,0.9966163154677243,0.8750341907582656,0.4505704921247094,0.9925660849036716,0.012965680191426432,0.4695765409760161,0.9917667222474946,0.06870689782429164
550,303.392,3,6,5,4,0.9318844321764819,0.9917586387923222,0.8536336874413308,0.42080156521446554,0.9815015892235137,0.006928148814921013,0.45526511804933145,0.9980660886718414,0.075613939081896
551,164.12,3,7,5,4,0.9291080679961397,0.9893576228692138,0.8632057944191022,0.40385056816264214,0.9883193629091507,0.01669785715304447,0.48395788845136967,0.9874894399881601,0.07229179422663454
552,211.36000000000004,3,6,5,5,0.912213881765784,0.9858909747012963,0.852075868052374,0.4420527591498046,0.9941012583369443,0.010405641227843996,0.47474471819384007,0.9943799598836633,0.0772955876332075
553,44.072,3,8,5,4,0.9241757712002985,0.9969126146415147,0.8715928660371214,0.25140643059837847,0.9978715996720294,0.061897697154634355,0.4666601141614377,0.9403516265073186,0.07333482950478079
554,352.0,3,6,5,4,0.9206665384854704,0.9943852271150015,0.8681542658028724,0.4324205695361714,0.9843602209064958,0.004402235459353054,0.483510160537158,0.9957713452922796,0.07077095589392858
555,9.799999999999999,3,6,4,4,0.9362460754448116,0.983864251175329,0.8933906792045886,0.3812968286838125,0.9909162767274311,0.09471261514773471,0.45969434282181615,0.9977234514118858,0.06544871751812655
556,222.21599999999998,3,6,5,4,0.9265338604711416,0.9809221125307466,0.8577692598885506,0.4546889156445213,0.9865278599009464,0.008801796390844599,0.45033902973890483,0.9999502385828728,0.07505652868133887
557,67.944,4,6,5,4,0.9290663798388823,0.9982986917335562,0.865657896630952,0.394503604483991,0.9889813981978616,0.014976150697517837,0.49959271942613653,0.9929592969964618,0.07823134090713602
558,287.064,3,6,5,4,0.9324997542140774,0.9886937985443235,0.8540457225956976,0.4482439015131763,0.9925875044172277,0.012071192193901528,0.4789583140303571,0.9960965591934408,0.09279660053450862
559,169.84,3,6,5,4,0.9229837545635021,0.9766563594742956,0.8770099185891507,0.42849671827852104,0.983188954830595,0.005979602120548261,0.49041880981169816,0.9913926585782061,0.07242939633058813
560,48.751999999999995,3,5,5,6,0.9305238808187695,0.9643093088585811,0.8559024812932927,0.4085302796649742,0.933937276596042,0.00828457434617678,0.15240131758460157,0.9982328102290438,0.06972328183586445
561,237.56800000000004,3,6,5,4,0.9264463723803046,0.9927935033163994,0.85339300410609,0.4372369226543675,0.9902527749347699,0.01089524635180101,0.47204476037880255,0.9948592796275865,0.08905857571895447
562,308.392,3,6,5,4,0.9056661605104751,0.9955649693353397,0.8597268210895137,0.45170002582415925,0.9948739376023841,0.014010031707242382,0.48442917767670046,0.9967471097350515,0.07554417385891099
563,20.072000000000003,3,6,6,4,0.9347021871598027,0.9911229407750428,0.8515062590926911,0.41737851415455873,0.9869605822299239,0.012779601420289773,0.43852263347203385,0.9936647072024744,0.07297483267137288
564,94.384,2,6,5,4,0.9209336896414168,0.9984945422356375,0.8897690903627504,0.44268620638762984,0.992362534746077,0.0026828606627079575,0.4644287500247141,0.9999576870580819,0.06904046558623528
565,172.752,3,6,5,8,0.9281294929815292,0.985892169281227,0.8831491095438299,0.45628405062450145,0.9886552472795679,0.009378993626458275,0.4768054575480309,0.9955984214170388,0.07921792747419944
566,345.77599999999995,3,6,5,4,0.930947673076357,0.9672975759622423,0.8623803958726967,0.42243154590462645,0.9858626968867955,0.017355730743314975,0.49229746906207345,0.9979932054651381,0.07105139181940409
567,130.344,3,6,5,4,0.9243905004420127,0.9583778728390263,0.9006089547083508,0.4045844092481181,0.9046758202190847,0.007482870101128206,0.4569981381794051,0.9926594941020787,0.0766706699949315
568,234.128,3,6,5,3,0.9296677858044357,0.9940179963152826,0.8734540146927616,0.4484701016361344,0.990572358331402,0.011569177549398485,0.46888988143329446,0.9964909341459721,0.07374390485033454
569,196.656,3,6,5,4,0.9334590028745643,0.9878803763541867,0.8704107436044649,0.4991916806580151,0.9956918037644722,0.014887487441289173,0.4997595608320666,0.9901659528121582,0.022331400273872915
570,116.72000000000003,3,7,5,4,0.9230508851112664,0.9793969513253888,0.8500269151288921,0.2630280385877406,0.9932778143384068,0.004892128758075954,0.48433388941250644,0.9040439834305232,0.09151964337542845
571,114.096,3,6,5,5,0.9257884226282198,0.9964662185849898,0.9346088279103323,0.4604857268690178,0.9599073918861037,0.009900565671565829,0.44611381231989056,0.9982264569632868,0.08802743792546124
572,11.184000000000001,3,6,4,4,0.9098040212448492,0.9997716762801848,0.8667630378898467,0.39322926995709473,0.9875776466805749,0.01282404055836745,0.47807805749297855,0.9945279952249455,0.07463608003327732
573,143.552,3,6,5,4,0.928257274391504,0.9914539283183376,0.8956527742725892,0.23794321055500478,0.9999212722985056,0.006926798903137483,0.46747082073638746,0.9965288664690178,0.07189553383104816
574,36.224000000000004,5,6,5,4,0.9198896357968284,0.9828901390975083,0.8522646047524759,0.4374019451802184,0.9897738550254435,0.01614863659759279,0.2994447539950303,0.9936234410068052,0.06866931142720327
575,199.98399999999998,3,6,5,4,0.953304550417048,0.989773527860933,0.8552926303938116,0.3831973168093335,0.9843709622545832,0.0112569858196793,0.2188795227299788,0.9984046182247506,0.07687477298957933
576,232.2,3,6,5,4,0.9316981767638175,0.9736746136541006,0.887695498434953,0.4552224823443932,0.9805774006787059,0.008941468368321472,0.42433587221798147,0.994603086286275,0.07893060391565676
577,398.14400000000006,3,6,5,4,0.9373016101671411,0.9443797368185569,0.8688541482274843,0.4447435110844415,0.9917073158687008,0.013714124938222511,0.49076351151536174,0.9916392582380489,0.0870001691968117
578,354.65599999999995,3,6,5,4,0.9374495539124342,0.9402385899161216,0.8682444918436264,0.43114408514960967,0.9887375230450087,0.017931063464199495,0.492861550256275,0.9965092460958382,0.08060394449580427
579,57.864,3,6,5,4,0.9325311753898488,0.9438588064377164,0.8697009760828662,0.44171076219237115,0.9106487299204644,0.014784953975337321,0.49047522735752475,0.9913126728562952,0.08456455741617147
580,410.76000000000005,3,6,5,4,0.9398780405490262,0.939188495606379,0.8656158786371619,0.44722221876894874,0.993962165226757,0.003268668786095741,0.4858992732891818,0.9984886884813657,0.07426158650506794
581,156.856,3,6,5,2,0.9380797456552031,0.9426917097292669,0.864613096624981,0.42787969643284196,0.9975184217768499,0.005278699171196895,0.4924807192123594,0.9986458600471874,0.07598256052429572
582,177.592,3,6,5,3,0.9365589527402002,0.9411847204597584,0.8661057273875749,0.4412968911097015,0.9949967121596026,0.0027651213769489505,0.48692956894099926,0.9984577800914319,0.07433984316147806
583,90.10400000000001,6,6,5,4,0.9446680071676171,0.9393259144990029,0.8642792148712287,0.4501129016684329,0.9967682930880075,0.002402107431806133,0.49421818763649256,0.9955639485364205,0.07737980815611743
584,22.287999999999997,3,6,6,4,0.941492968830018,0.9384399044274325,0.8674738746045219,0.4197547629156715,0.9930303834635626,0.002144175640146887,0.4812557944234332,0.9965733523707296,0.0894466102795691
585,267.94399999999996,3,6,5,4,0.9365974319868647,0.9452363325202043,0.8630776204933855,0.4377307043433678,0.9954183736227564,0.001025583667240806,0.49868092618155896,0.9922168635091322,0.07393135433615272
586,333.4,3,6,5,4,0.9356305123209595,0.9428090334916815,0.8659665037058244,0.44892890973681765,0.993391292400436,0.013622347761323789,0.4997723767956314,0.9984562847611804,0.08040285827634132
587,123.18400000000001,4,7,5,4,0.9374261358819183,0.9360923414813966,0.8612169866640811,0.4138530378054771,0.9920325413689767,0.003923487278956025,0.4849183058518478,0.9998961883829006,0.08648668115031315
588,86.12800000000001,3,5,5,4,0.943026626076729,0.942243932303252,0.8681474052605974,0.4602234099811138,0.9827750317958711,0.011223545969110932,0.4767707461529299,0.9726699180907888,0.07583743460826327
589,295.12,3,6,5,4,0.9348665277823891,0.9437592449702739,0.8657655521845852,0.43251030108270433,0.9854319599207008,0.015790436077892555,0.4866830186902962,0.9884696750398452,0.07805546908160194
590,210.92000000000002,3,6,5,4,0.9347859487878456,0.9412785521280302,0.8679274224606198,0.45574146015085637,0.9941586244626944,0.004514463305738667,0.4724270077275402,0.9946578092680496,0.07139214432133777
591,365.104,3,6,5,4,0.9342494962408154,0.9346128869980423,0.8646626926763361,0.40367763137568163,0.991264892259642,0.008057132475834073,0.4796117126536769,0.996792388084559,0.08458120286951047
592,435.1360000000001,3,6,5,4,0.9392602003507691,0.9463490963236688,0.858112108711198,0.42511776208881663,0.9883228854918189,0.00959185197708956,0.46067997604925803,0.9999678054473993,0.07348911248936094
593,152.92000000000002,2,6,5,4,0.9453561025392814,0.9476810948856893,0.8596123472237904,0.41460338467654034,0.9866292537872217,0.00657233057744145,0.4556409220537739,0.9994674664575502,0.0731737226534282
594,165.62400000000002,7,6,5,4,0.9408926024754196,0.9490259650789982,0.8593513427035139,0.4253770263273738,0.9873034866909617,0.009637919247084435,0.44675198420086143,0.998595867505156,0.07485580828297267
595,237.144,3,6,5,4,0.9423246581543178,0.9528078182321666,0.8566550018877256,0.41083721174678506,0.9839611910481707,0.0054878912972187565,0.45802486389198105,0.9994803878495094,0.07040511008121897
596,214.016,3,6,5,4,0.933322253312802,0.948957686964423,0.8587233632828639,0.4264408334262966,0.9889493859143308,0.008373713629005656,0.4642524446339187,0.9999612704067362,0.07231793976321514
597,295.896,3,6,5,4,0.9312929471609762,0.9384191221678071,0.8573442459348244,0.41927346094676604,0.9856860604506018,0.010151932907761663,0.34400735339813515,0.9972173739313838,0.06783348309643432
598,231.05599999999998,3,8,5,4,0.9376950690504973,0.99361227141089,0.8558823728000601,0.39974283126426574,0.9878535126092024,0.003634634754655524,0.4412629880792521,0.9999177816899635,0.07564489066527842
599,419.312,3,6,5,4,0.9397235699267835,0.9368270724911835,0.8613721635035211,0.3913853633676613,0.989639374052187,0.00726571983823078,0.45117403694821606,0.9968596972277423,0.0778658138154935
600,128.19199999999998,3,6,5,5,0.940342193852656,0.9344575245111703,0.8606664324217013,0.3764955904047197,0.9829080262311903,0.06664415751687144,0.4306875145047628,0.9971497664470346,0.0770201257805542
601,53.056,4,6,5,4,0.9435891914996541,0.9374805297189868,0.8615619835486437,0.3843938735973242,0.9802063409354282,0.00650063515797802,0.4406986502301772,0.997545547367583,0.0783449664560678
602,240.04000000000002,3,7,5,4,0.9396263948682577,0.9367392138036379,0.860317709420041,0.3943752251161203,0.9893710573308706,0.007392355679329915,0.45244667276096284,0.9959006737428748,0.07952477338275037
603,288.296,3,6,5,4,0.9406404369079416,0.9348117691650007,0.8628255493615941,0.3950362996112823,0.985333068816292,0.004975443746826115,0.45226959544877166,0.9982037750994255,0.0742750629233081
604,65.01599999999999,3,5,5,4,0.9380552422683746,0.9400169170366063,0.8622638031638638,0.38696111728714716,0.9880927359181911,0.008631768729276736,0.4601471888153804,0.9178421531953421,0.07615496738209081
605,299.608,3,6,5,4,0.9393857254856178,0.9399156488455221,0.8582217951001766,0.4010648361260403,0.9864325344537942,0.011034194920889428,0.4447255398177193,0.9999136073730939,0.07851102383915923
606,425.88,3,6,5,4,0.9397551248220356,0.9373396184228817,0.8637354935539098,0.3738151626719003,0.989976478526977,0.006557977330998393,0.4485609357988623,0.9958388344665435,0.07263701542509891
607,231.18400000000003,3,6,5,3,0.942787757882256,0.9327680204064657,0.8641246379932404,0.36065695907829937,0.989154650869828,0.0039797267948989785,0.4315752523131648,0.9969598216651145,0.07343084608286359
608,251.42399999999998,3,6,5,4,0.939133742525919,0.9355492645166995,0.863379283216808,0.37332275333696713,0.9871907043882879,0.005695320827243159,0.44473946519704827,0.9957878365754592,0.08047177418066707
609,75.12,3,6,5,4,0.9412682181407542,0.9379043423471569,0.8630223656304639,0.3860654312305962,0.9247879840602745,0.006696120015869465,0.4164873867410623,0.9999953289762686,0.07680335939205207
610,14.559999999999999,3,6,2,4,0.9395090044799539,0.9462998833667523,0.8606299662673268,0.37779171471011597,0.9902713490433867,0.004019906383654053,0.44041034049761163,0.9803011454030562,0.07462772395117366
611,13.943999999999999,2,6,4,4,0.937829027772514,0.9353859887106678,0.865491268377242,0.30918461561337557,0.9841575367563951,0.0023105518334320257,0.43234005226737315,0.9972615892803207,0.0706818555377729
612,322.896,3,6,5,4,0.9420350340986544,0.9384772576562064,0.8620272507951947,0.36812794125005044,0.9815247516587019,0.007905445357035872,0.422012691042842,0.9950892181548416,0.07302084759068235
613,168.536,3,6,5,4,0.9366714021115147,0.9368903899405546,0.8587123614417559,0.34649340963960207,0.9773331366896973,0.006181646223425848,0.4505835895843622,0.9982165804223057,0.07807748308810841
614,390.36,3,6,5,4,0.9392284620149579,0.9455892261807975,0.8635278239184304,0.3652789043402107,0.9857355607706226,0.00905532794680024,0.4541376365645012,0.9999531749886686,0.08115559258681679
615,282.91999999999996,3,6,5,4,0.9432963447206809,0.9404969338932916,0.864969587166504,0.38684677289131797,0.989887851740191,0.001028833720253859,0.43581113438921515,0.9956370160812201,0.0757116114178581
616,211.032,3,6,5,4,0.9354353907595666,0.9432057543703871,0.8607717333479037,0.37979046614784867,0.9875047543317322,0.007862091104677522,0.4588909610251028,0.9977040236249018,0.07232489028540712
617,353.01599999999996,3,7,5,4,0.9456505057613851,0.939855500626177,0.897603662765712,0.4025872506187417,0.9925365899954565,0.010135815320372853,0.4490334533664675,0.99530463036258,0.07002511536099078
618,449.52799999999996,3,6,5,4,0.9411909365065748,0.93906311917415,0.861878548604323,0.4109174968109643,0.988567973897908,0.005994211614003264,0.46195948316530466,0.9977301333180887,0.07432328360693982
619,409.288,3,6,5,4,0.9514767757416612,0.9416423828988475,0.8598651537935366,0.39779266219998755,0.9908880895174028,0.003285234692432976,0.45951310489162833,0.9968833090004704,0.0783555151942307
620,357.376,3,6,5,4,0.9477807074260229,0.9400653683830511,0.8618855965960625,0.3964120165499012,0.9910547192497462,0.0035942699411314074,0.44309785364514065,0.9981762235797695,0.07982340809640816
621,170.584,3,6,5,4,0.9512401960375136,0.94209877641633,0.8598907901051173,0.4118939295172713,0.9938822075455893,0.005596791527459379,0.45109524184133104,0.9625502984783644,0.08164343524700238
622,226.856,3,6,5,4,0.9391960919813078,0.9381453967095231,0.8593354179190439,0.39280894154312895,0.9966002855849144,0.0012637360136315968,0.46273597271694744,0.9940750761306592,0.07890533882802273
623,14.168000000000001,3,6,3,4,0.9407071034290451,0.9309936818566714,0.8614379349566113,0.4088189128415019,0.9901586675403545,0.005127077636800039,0.45496190107672846,0.9967573103745259,0.07736168143924085
624,338.62399999999997,3,6,5,4,0.9435195122211136,0.9331595705894263,0.8590410074782658,0.4080194795290861,0.9920935041720376,0.006642059260886666,0.43854782970200035,0.9999545847989412,0.07727051179004102
625,254.07999999999998,3,6,5,4,0.9467187107723996,0.9372450599894729,0.8620494232114383,0.39988828335633375,0.9888905022900081,0.0029940441273211965,0.4611074313156505,0.9949393695280856,0.08011260044667001
626,208.97599999999997,3,2,5,3,0.9523307075353615,0.9413866633805804,0.8577046296733807,0.38957844704455036,0.9944644718389628,0.0074374452413781406,0.4499253872555307,0.997628632497719,0.0775954707764024
627,238.336,3,5,5,4,0.9528154204361807,0.9391774378251895,0.8639434249127561,0.3777297261438967,0.9916556189206418,0.00518354389813511,0.45757235951167297,0.9935962714431401,0.08284224384828592
628,17.936,3,6,6,4,0.9488912285499118,0.9350730552748164,0.8585332990041636,0.41840164902461957,0.9981769248715697,0.0031893361041807873,0.46393699812031775,0.9957765843518486,0.07607341434773392
629,224.21599999999998,3,6,5,5,0.9491686551651992,0.9367760236598416,0.8604151065328901,0.39917351597818945,0.9882662859523388,0.009288846239961587,0.4362237530575852,0.9984500331033747,0.07522687530469273
630,346.648,3,6,5,4,0.9463977069003825,0.9412428028238362,0.8571235882472145,0.4074545626408685,0.9901648052423058,0.006805245949418346,0.4476790827149578,0.9964441103577388,0.07855806743345346
631,134.38400000000001,3,6,5,4,0.9004022158448988,0.9448201136336017,0.8631721396670259,0.3899072080999472,0.9936185786385495,0.009069715403713858,0.46715843069647256,0.9569654996967517,0.08062196152958946
632,12.328,3,6,4,4,0.9409420390774464,0.9410969705072348,0.8572407808264066,0.3591158409046784,0.9954681145623626,0.0051281995806562695,0.4276494123958026,0.9980658010763197,0.07475790221764803
633,234.464,3,4,5,4,0.9391212209463132,0.9390640573760576,0.8649802381549117,0.37228436256892494,0.9875687816881347,0.011030050369046605,0.4649407657186893,0.9999764961330437,0.08236075186681996
634,321.52,3,6,5,4,0.9426244735038168,0.9437395632915372,0.861392766385399,0.3538168431362514,0.9916243934042314,0.007776060712363154,0.4530226143015396,0.9942341863818339,0.07655750461055219
635,346.552,3,7,5,4,0.9549201759578925,0.9377326931866777,0.8854323748976008,0.41663855163126257,0.9895203520987422,0.009413135574955434,0.46956822631296063,0.9962522791458573,0.07385716467650172
636,48.432,4,6,5,4,0.9409654964946746,0.935962183137677,0.8803836078854534,0.40639721843151055,0.9925684835772114,0.011841954769364916,0.459370791308448,0.9931878975958972,0.0752654220304811
