trial,reward,bucket_0,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,df,df_decay,df_min,er,er_decay,er_min,lr,lr_decay,lr_min
2002,-22.85436959408102,4,2,5,5,4,5,4,4,0.9208035012844679,0.9499836278156495,0.9450264509753249,0.4626927874092766,0.9655662423397806,0.010273058351917042,0.09690510319694284,0.9617129071816765,0.07124055450329765
2003,-49.33856408290829,4,2,5,5,4,5,3,5,0.9167790750423287,0.9099852632164209,0.9481768109580434,0.47379527661018866,0.9717990663019791,0.005359692444367052,0.08748287989477763,0.9720967948012358,0.07495207269582946
2004,-28.382639545392664,4,2,5,5,4,2,4,4,0.9564725916903404,0.9611052312571035,0.8735131751062292,0.42758173874887434,0.9597719480363843,0.004074811798127468,0.3828577500636781,0.9548494192922324,0.0445514170135303
2005,-33.892144497816055,4,2,5,5,4,5,3,4,0.9156010803067863,0.9085812270354435,0.9405770339319214,0.4853943109474137,0.9630025491547438,0.008596430809243442,0.08125867746343696,0.9649731482841545,0.06765561483856859
2006,-54.36962143574014,4,6,5,5,4,2,4,4,0.9680176406535208,0.9566591428603568,0.9431501066315683,0.44821684338036344,0.9676597036992406,0.0029192083400471375,0.1101564296752548,0.9595819505504953,0.07337884323918224
2007,-83.96580631623301,4,2,5,6,4,5,3,5,0.9539581355999887,0.9047137866067416,0.9452460749684307,0.4570211618734623,0.9749242354567986,0.04409631492280927,0.39547781763094336,0.9571604380162017,0.07024299466119947
2008,-44.055768391615466,4,2,5,5,4,5,4,4,0.9524635473104036,0.9529058334608403,0.9418231013676122,0.46832347133942437,0.9613728874960248,0.006308145939635914,0.11721157153091231,0.9632662274774474,0.06318430771249907
2009,-141.968021476091,4,2,5,2,4,2,3,4,0.9587648749598141,0.9159162376581521,0.8802226393755967,0.4129042150897244,0.9653346699444516,0.0028015500817747617,0.09851707793949141,0.9667776387943446,0.06922948657476811
2010,-37.26898822310091,4,3,5,5,4,5,3,5,0.980452552116889,0.9523093438946111,0.939532477809413,0.4910005488418061,0.9588240213302501,0.0010363520818314463,0.10525598099785577,0.961265047712883,0.062212354498247996
2011,-59.656889303431,4,2,5,5,3,2,4,4,0.9194683423779506,0.9550326929497184,0.943780445783012,0.49995409076437314,0.9699716349997787,0.007748247829073376,0.09897159315879862,0.9677533295905612,0.0757569262436749
2012,-20.600348348312416,4,2,5,5,6,5,3,4,0.9548860417304987,0.9592703403432606,0.9468354198639488,0.478316302787321,0.9471428680497042,0.010320294570488825,0.31874447481809826,0.9491342858192291,0.058098833852310856
2013,-41.97935917675801,4,2,5,5,4,5,3,2,0.9515296563842779,0.9458609394286671,0.9371658100805712,0.44078957936670243,0.9667395220836328,0.005273079086552374,0.0925390024266061,0.9561391885251207,0.066222124239736
2014,-8.379114331031282,4,2,5,5,4,2,4,4,0.957098660231263,0.9144769605106328,0.9483558220063809,0.45772562879156514,0.9635481148986765,0.0041656701588382115,0.2587557946824303,0.9600495565960968,0.06458891457007017
2015,-19.90900706968002,4,2,5,5,4,5,3,5,0.9265608852762217,0.956573735935705,0.9414446126829282,0.47157750929287273,0.9685156306119322,0.006050207637676816,0.08232160119857411,0.9523547246804085,0.07156995213025606
2016,-41.320177089465155,4,5,4,5,4,3,4,4,0.9179534147469981,0.9481194743654515,0.943512054599022,0.4478680855308324,0.9615124290718148,0.025431529890415847,0.11483469734860065,0.9632226406493398,0.07307867782821606
2017,-5.765068017678546,4,2,5,5,4,5,3,4,0.921726156090465,0.9505586429622535,0.9454354173228803,0.4861306025942472,0.965012790651413,0.007939514202391154,0.07837791338486276,0.9579450955079896,0.07722184473737118
2018,-18.175152246054388,4,2,5,5,4,2,3,4,0.9547668294867876,0.9624298597623547,0.9391558090346259,0.46542707490307383,0.9589194230105696,0.004057480727288976,0.10624214137009474,0.9708775495395383,0.06269154561079728
2019,-41.586293724571256,4,2,5,5,4,5,4,5,0.9736634768971111,0.9063384590019089,0.9345891084130304,0.47580964942450943,0.963860451785459,0.010296054806065436,0.09107474660369246,0.9652465684076431,0.06628722979958931
2020,-7.510804153056476,4,2,5,5,4,5,3,4,0.9596586736273336,0.9534314756598702,0.9470032119034096,0.4298451158570983,0.9672562375966206,0.002873471439723102,0.11936941407338268,0.9544182430894628,0.07000382902686467
2021,-39.98880785053397,4,2,5,5,4,2,4,5,0.9515108294650401,0.911325132584134,0.9499331670477693,0.32194999726722756,0.9614279166007952,0.006642339791776327,0.07960522666769745,0.9690408481448963,0.06815516385993514
2022,-33.39164455302886,4,2,5,5,4,5,3,4,0.9156804506641755,0.9089565819888735,0.9426492896480682,0.12759935977230108,0.9657640615275261,0.0010135073078369194,0.10801116905692962,0.9618791614390267,0.08730555066743348
2023,-15.093253048873933,4,2,5,5,4,3,3,4,0.9535822959048723,0.9604526257573717,0.9452404693335653,0.4023445152252526,0.9733568878612383,0.005868701973013434,0.29922672684291923,0.9657709808579181,0.07503187260635745
2024,-35.09091316986828,4,2,6,5,4,2,4,4,0.9563922704388487,0.9575719342333116,0.9404407890693466,0.4551132452960262,0.9628379980004325,0.009346019365535547,0.09672241219906288,0.9812210213704408,0.07193943724392866
2025,-28.59494700626622,2,2,5,5,4,5,3,3,0.951047850532054,0.9545516220464908,0.9381555546916549,0.4410701357364905,0.9477304580966655,0.004237686346150222,0.11437076084099337,0.9596101983744967,0.07919041902455266
2026,-26.589233789493733,4,2,5,5,4,5,3,5,0.9768530054507485,0.9522994546212628,0.8755179475064346,0.3897159116014171,0.96984811443915,0.008167478105223844,0.08794235733499767,0.9633133531098269,0.07609987562020099
2027,-39.37573457200392,4,2,5,5,4,2,4,4,0.9701522380266423,0.9557412009870664,0.9438703980217827,0.48160296758205245,0.965657964060782,0.0027308552144119157,0.10115313264739714,0.9565138335379432,0.06425839723424807
2028,-29.523147509549347,4,2,5,5,4,5,3,4,0.9183728319757503,0.9028356471487351,0.9414135328475027,0.4659041987301987,0.960613881108197,0.011154743549952006,0.12012825551284566,0.974043771964425,0.06783254658647934
2029,-11.324084341037135,4,4,5,5,4,5,3,4,0.9232968717852938,0.9581126032514804,0.9466026870239225,0.4495739773325177,0.9440306443555415,0.005809783173954744,0.08788601702531496,0.9581950990383608,0.09799229683266646
2030,-29.13628538216826,4,2,5,5,4,2,4,5,0.9583599862588384,0.9136726832013616,0.9367783248931841,0.49022249559106745,0.9679409311529894,0.0029081483942793394,0.35299468702198084,0.9607166633405065,0.08007041723741123
2031,-32.7457450476105,4,2,5,5,4,5,4,4,0.9539766763677153,0.9498909427380385,0.9447433813731024,0.47743287643599,0.9637923391275488,0.00880611851958216,0.07701346471564119,0.9511461400161183,0.0781399099461173
2032,-102.97513121823101,4,2,5,5,5,3,3,4,0.9154150480558415,0.9296504465476811,0.9485329604188167,0.4633440392417596,0.9712353106297078,0.005422609093515831,0.3731027905765961,0.9672010459476855,0.04662106350248943
2033,-17.6911019765949,4,2,5,5,4,2,3,4,0.9524768900555678,0.9523925044785403,0.9404400102494633,0.43626695518422254,0.95836967065095,0.007921739896537454,0.10619023608088801,0.9643054178553477,0.0601994558559285
2034,-27.20537094668062,4,2,5,5,4,5,4,5,0.9566363806425803,0.9610247297217048,0.9433961339270152,0.4725150124430478,0.9665123798857455,0.0010136219616008304,0.1153215260025888,0.9542878006431081,0.07321923539498833
2035,-30.55863254332244,4,2,5,5,4,3,3,4,0.919464512963288,0.9555113712930304,0.9467437185571156,0.4260536612857007,0.9623275055275501,0.004046141267333924,0.27762325556056905,0.963041666256918,0.06962715548590732
2036,-32.141326486795855,4,2,5,5,4,2,3,4,0.9505904631493539,0.9070492493139464,0.8780271628859928,0.45768090284450613,0.964795727436045,0.006961449286464739,0.09709826939824623,0.9689597325292212,0.08705764874434485
2037,-41.85534852177669,4,2,5,5,4,5,4,4,0.9550758598720034,0.9585344956678924,0.9427324306661192,0.4839571736221045,0.9681013652906179,0.0010042473306562105,0.07827651347505346,0.9603519518698801,0.07620496437928247
2038,-26.337404485212993,4,5,5,5,4,5,3,5,0.9275306948553632,0.965948477442642,0.9388648890882964,0.4480417553988579,0.9638735322113455,0.011353855325311319,0.1063754385215459,0.9528162566355379,0.09823946101556907
2039,-19.53956926653102,4,2,5,5,4,5,4,4,0.9214542617532511,0.9098276089626144,0.9453453878051383,0.3779501471723295,0.9482229114789666,0.0044550758055732585,0.2912558540139535,0.9659857310749945,0.0785528657009368
2040,-95.30883480939124,4,2,5,4,4,2,3,4,0.9641177961256698,0.9543154303450312,0.9413903595619877,0.49261851314446053,0.9610030878468927,0.0026946759914382797,0.09001351798972904,0.976481578933224,0.08871041941767162
2041,-94.3283359638483,4,2,5,5,4,5,2,5,0.9527043375238913,0.930963323987746,0.9359919575317096,0.4177960163090472,0.9962755170111276,0.006788309486941651,0.36329670728055785,0.972060065779652,0.06705584398128042
2042,-78.63230502054486,4,2,5,6,4,5,4,4,0.9175414056698449,0.9506962407779114,0.9475035151004821,0.4694531329103129,0.9586909613803652,0.00937706834569911,0.12245699827796838,0.9557744528268489,0.08008330182056882
2043,-43.19833087629502,4,2,5,3,4,2,3,4,0.9145478560037521,0.9570176108400655,0.9429226398203541,0.4597837128840594,0.9700229386611967,0.004857396120398515,0.09884111291979863,0.9616771997539556,0.06399102802595881
2044,-35.76484762317698,4,2,5,5,4,5,3,4,0.978539627191563,0.9046783322476344,0.9394133929579968,0.47694787212885703,0.9665113873557953,0.006985985773367651,0.11204580294444791,0.9646838750943909,0.09640630463771392
2045,-48.80529566790559,3,2,5,5,4,3,4,4,0.9581714492620347,0.9477835075644541,0.9448732147349705,0.44394643715825755,0.9630777172761809,0.003176404528010608,0.3429012789431436,0.9586847346778309,0.08802255708971246
2046,-32.513183758230895,4,2,5,5,4,2,3,5,0.9500728140421559,0.9127689566401592,0.9407805029830733,0.30216222560462963,0.9654274275662234,0.010715595147583828,0.3314096850441119,0.9491093763631662,0.07763652040081964
2047,-29.986750947859502,4,2,5,5,4,5,3,4,0.9663734328415794,0.9533429721762174,0.9470171936495722,0.4673555737409879,0.9599337476317659,0.005624695664544227,0.08401783871965532,0.9624897128712664,0.09987340085285454
2048,-42.41405075310501,5,2,5,5,4,5,4,3,0.9554299160555664,0.9589210232197488,0.8791376976316978,0.4857317971032609,0.9676326514379031,0.002800036631386458,0.07267408280012416,0.9573711174832042,0.07014726613346771
2049,-29.199937528398102,4,2,5,5,4,2,3,5,0.9872790760887746,0.9560506780185635,0.8636054618131703,0.4517499008568099,0.9619484248501188,0.008849380439559709,0.10862936623356927,0.9698844667962433,0.08661616724668669
2050,-24.70537035869707,4,2,5,5,4,5,4,4,0.960285651596187,0.9625712496876213,0.9486352293196709,0.43731085303506817,0.9689536578628678,0.0044173396114042494,0.11935025550569517,0.9593249087839352,0.0732399694579535
2051,-29.669975974618506,4,2,5,5,4,2,3,4,0.9523679698080876,0.9515440218683665,0.9377070555424372,0.47811693889679485,0.9645082738623968,0.07137794971437265,0.0969899046822237,0.9662580803820561,0.06750966081044023
2052,-17.54499948211794,4,2,5,5,4,5,3,4,0.9237648679062023,0.9087855621649671,0.9437963083402233,0.46173418943138816,0.945600733880455,0.007825649671812726,0.3079228434579872,0.9619391183523245,0.0805000023670681
2053,-32.04908464130054,4,2,5,5,4,5,4,5,0.9166989145726725,0.9292653883600076,0.9423386771716438,0.49355370680507044,0.9493276417838427,0.00263982781644419,0.40609031169330584,0.9555433324595678,0.0757634488070857
2054,-45.26746847185113,4,2,5,5,4,2,3,4,0.9544464289952888,0.9455996081810665,0.945820001022888,0.4247699500223575,0.9660280520706689,0.005799146640970082,0.07843018974563029,0.9642350006224558,0.09604474141561996
2055,-67.17673236206251,4,2,5,5,4,3,4,5,0.9209507829153032,0.9539178766722204,0.9400893986590475,0.45583675615354763,0.9717678814930126,0.011305863650279756,0.09179662255336768,0.960323828676236,0.08988237829389929
2056,-31.362990365033987,4,2,5,5,4,5,3,4,0.9572855467901218,0.9491299022301279,0.9446695736124835,0.47527541474108237,0.962834544866978,0.006789187561801317,0.10509280429988618,0.9527038754775627,0.06203032077062091
2057,-40.148453303216755,4,2,5,5,4,5,4,4,0.9500231361956923,0.9108407333553826,0.9482823100697679,0.1758870638335867,0.9588262491294243,0.0029208101222401297,0.11498032314871147,0.9687932081138116,0.06472044274383845
2058,-30.34557847416351,4,2,4,5,4,2,3,4,0.9537220829332947,0.9166890379605165,0.9414259261573791,0.4657975820864149,0.9647769729333912,0.008325789894356762,0.1230045663073622,0.9574567017365668,0.07152355313039081
2059,-35.675301676230944,4,3,5,5,4,5,3,5,0.9522424747377553,0.9601197386114819,0.9353560367552373,0.4854081651110258,0.9606662757288825,0.00474448283513172,0.08375262692612637,0.9506893702256605,0.08742857314953684
2060,-15.947264289320609,4,2,5,5,4,2,4,4,0.9560810688389495,0.9563862712898942,0.9379069696049198,0.4412827907444618,0.9688771189158555,0.0025661606650885602,0.09975918994229256,0.9606634651896988,0.07500915559010116
2061,-36.77990339587145,4,2,6,5,4,5,3,4,0.9818389380007915,0.9522877298457294,0.9429019304606719,0.4716136033186213,0.9671472783262284,0.009958968546767142,0.073109441400246,0.9674620101656168,0.09764551748734246
2062,-33.717942617833565,4,2,5,5,4,2,3,4,0.9147880667538444,0.9542501156030799,0.9453285288567392,0.45829150570512156,0.9629753606215364,0.00573220258543993,0.09099777486838428,0.9639613195031077,0.06933977497759256
2063,-21.23748414354798,4,2,5,5,4,5,4,4,0.9196647928985219,0.9059626034984476,0.9463127159542823,0.4495172106161608,0.965468427332257,0.004123073393949829,0.10677440388952221,0.9539831789217752,0.0806847548719459
2064,-14.990790329635521,4,2,5,5,4,5,3,5,0.9257528872429104,0.9499789325883159,0.8810230215051423,0.43458232958621745,0.9480333514710494,0.0010162934227117078,0.12251470995264314,0.9717269223354867,0.09495514088088643
2065,-12.916749165952814,4,2,5,5,4,2,3,4,0.9599935756712213,0.9314998973067078,0.9390888635955745,0.48089624232245864,0.9582217465586463,0.007829869935377397,0.11236212938740409,0.9658802795646142,0.04520477462752297
2066,-34.357488679069725,4,2,5,5,4,3,4,4,0.9285212002824648,0.9580913161285858,0.9335694934394955,0.49916141871482755,0.961471800716838,0.011866519511111557,0.07530723336124383,0.9627189668226763,0.08914222698004287
2067,-27.868449202302816,4,2,5,5,4,5,4,4,0.9629407552599003,0.9606372784459373,0.9429758145801908,0.3657882805540731,0.9641664860828077,0.005806145855048046,0.09942933594790515,0.9580009744429698,0.09131388146836737
2068,-44.15164252421442,4,2,5,5,4,5,3,5,0.9175450061282865,0.9549185244695486,0.9486869559761267,0.4656778403037118,0.9707114369151277,0.009157007391462009,0.08555490094389565,0.9598036993686949,0.07787641271690857
2069,-23.11745356419296,4,2,5,5,4,2,3,4,0.9504780545169382,0.9079653255409914,0.9411781749575807,0.3958258679705945,0.968011838901091,0.0010334113446256107,0.12470097798460146,0.962182209539187,0.09266974738640203
2070,-36.04014726526857,4,2,5,5,4,5,4,4,0.9535395058249636,0.9119035246202066,0.8708625103128402,0.45131128597984693,0.9666338835382909,0.004253606623632016,0.20851039290257203,0.9565024106001875,0.07356349990514272
2071,-22.507728261418826,4,2,5,5,4,5,3,5,0.9559402819723529,0.9640773275735928,0.944211153938521,0.486541213151373,0.9728471881935785,0.007118648590717897,0.11572125608765055,0.967564922241424,0.06602838100983782
2072,-118.01521889687476,4,2,5,4,4,2,3,4,0.975440279766102,0.9567971058987795,0.946254506167039,0.33504356384873846,0.9622427311769656,0.0029778967779408006,0.425294220630191,0.9549774215346345,0.095700384412797
2073,-22.768844050235266,4,2,5,5,4,5,4,4,0.9512108234160379,0.9522655757102635,0.9396710203635878,0.4130994129560156,0.9434654324540903,0.01060305426015374,0.09281516357326898,0.9647625172267756,0.07975666813747173
2074,-24.459321370231777,4,2,5,5,4,4,3,4,0.9581853491308739,0.9288103292917399,0.8770381709396253,0.4728072668874185,0.9602991696291615,0.0010100765695350412,0.10612738351656607,0.9597536427536956,0.08698177566187655
2075,-42.9258481177299,4,2,5,5,4,2,3,5,0.9189758767945263,0.947603998718773,0.9371040425396823,0.4602726970429249,0.9640820801083815,0.005926878590115726,0.08422241166373162,0.9524430641562175,0.09788550558002934
2076,-13.327168111911135,4,2,5,5,4,5,4,4,0.9554069997094048,0.9588835735010792,0.9424501224454892,0.4439446586268773,0.9697554404682377,0.008771512496155882,0.10183531882754558,0.9737166104937344,0.06821240629876839
2077,-26.660799251349196,4,2,5,5,4,3,3,4,0.9156739578800404,0.9026620937827927,0.8743294822399708,0.4264656666298848,0.9662513525764123,0.004197535775169268,0.315986660002206,0.9699903295763732,0.08976903667344359
2078,-44.5596403440136,4,2,5,5,4,5,4,4,0.9218384472455458,0.9513708756489886,0.9484470042816793,0.47851207885581926,0.94887132036874,0.007443749779002884,0.07167215990489911,0.9612173885898404,0.09369429356910333
2079,-24.400354674764493,6,2,5,5,4,2,3,3,0.9534296249503178,0.9094558757653894,0.9445665624591754,0.4719947017401377,0.9581840382071971,0.0026656645552712546,0.11898315601087085,0.9581177118652429,0.07858033641097575
2080,-9.672374905969361,4,2,5,5,4,4,3,5,0.9485603697324388,0.913951063386902,0.949928899888366,0.45254250914778255,0.9462118879515181,0.0048796721863581015,0.09306488423734359,0.9634607386161808,0.08163125368498658
2081,-66.80658757862193,4,2,5,5,4,5,4,4,0.9840302756844734,0.9317343757540228,0.94092134190033,0.4880940465611549,0.9628641846827531,0.012144957108888224,0.11200084829881207,0.965822424061806,0.09131233888351621
2082,-28.07856979340348,4,2,5,5,4,4,3,4,0.9581585398220631,0.9557504414276314,0.9466312457634565,0.4638724934066754,0.9682452745750644,0.0069190199959808145,0.07674441584088033,0.9563993913831051,0.07203944738812279
2083,-20.758469104423064,4,2,3,5,4,2,4,5,0.9518434356347577,0.9536176433653109,0.9441680252257377,0.4365111589910748,0.9650966469298858,0.009962603799865952,0.09903914474533534,0.9504120673453479,0.08615920985951242
2084,-41.92878095286803,4,2,5,5,4,5,3,4,0.9718647856387282,0.9291714725852942,0.9421922367231181,0.4795636960932947,0.9764918598041857,0.004259822790105828,0.2687157852566928,0.9677327841190737,0.07591522834211258
2085,-45.084783819684354,4,2,5,5,4,5,3,4,0.9243531349795169,0.9492301911797216,0.9391743916103886,0.49387146407836446,0.9607753456287063,0.0026372444398539904,0.12407272446552173,0.9754651170966059,0.04235974734504182
2086,-28.974165130225877,4,2,5,5,4,4,4,5,0.9546254347970944,0.9610156541259728,0.9363230660629606,0.4665496921886586,0.9668119759040702,0.006053246551860469,0.10825334975167768,0.9610979804226765,0.09634419446433695
2087,-34.271640487562074,4,2,5,5,4,2,2,4,0.913756895211037,0.9578998053775856,0.9450194677710217,0.4998520379145342,0.9636467836936072,0.001052176104196123,0.06828225378101148,0.9469088447861713,0.08881575601250893
2088,-82.870955425451,4,2,5,6,4,3,3,4,0.9167711346276674,0.90537934561361,0.9476598841477398,0.4532266288380132,0.9691014499385789,0.009372918608560146,0.12769917976051626,0.9635486705138686,0.09387013061703055
2089,-34.23222928199632,4,2,5,5,4,5,4,4,0.9492234069690556,0.9548957673717693,0.9413668606065438,0.4409854453888046,0.9655143807729045,0.004724196171435439,0.0880426826282066,0.9593955331216621,0.0648132399459551
2090,-34.98103237140773,4,2,5,5,4,4,3,5,0.9568246801604186,0.9519079968125645,0.8677339309051814,0.4206671475939505,0.9580494833263264,0.001013439749817555,0.050080562765483116,0.9652369653086045,0.08213414142697222
2091,-12.51570841461257,4,2,5,5,4,5,4,4,0.9191836813007203,0.9072695450727191,0.9431498121370487,0.3527780410037272,0.9623430916363579,0.012764050380607458,0.10085951910379998,0.9713277672095465,0.07014401819549317
2092,-43.07602835444328,4,2,5,5,4,2,3,4,0.9524755871654874,0.9108255474092138,0.9387274795487389,0.47280467756838485,0.9500858472677334,0.007713737246260925,0.0809415887060498,0.9545048633416283,0.07715372735222724
2093,-120.7251246989091,4,2,5,5,3,5,3,5,0.9616022789775954,0.956877095182954,0.9466558845508753,0.4846236785994904,0.9599506571764598,0.004067923697551274,0.11192541017249807,0.9622403547220246,0.09826056309048423
2094,-19.203525779446586,4,4,5,5,4,5,4,4,0.9593813688599714,0.953510076116713,0.9444516837587353,0.4581026619939023,0.9644056066255986,0.006004258293829517,0.06442173077847387,0.9581593666195671,0.08660902360060078
2095,-48.67797748657571,4,3,5,5,4,4,3,4,0.9545935644684054,0.9597638313948064,0.8814647008473936,0.43292913318704657,0.9671412141528065,0.009174559260680535,0.09515089401300116,0.9689099123551586,0.09056236042340365
2096,-43.292064918489956,4,2,2,5,4,2,4,5,0.9501457067558681,0.9279577095125988,0.9499629061933809,0.2339806081415843,0.9711200874662905,0.0028410310420042997,0.07210613814104341,0.9564109755996992,0.07398883716222593
2097,-54.82287821872899,4,2,5,5,4,5,3,3,0.9205769041760092,0.9626874525275796,0.9405702610578263,0.44772824569647796,0.9472564225795849,0.07916790769204166,0.11702901295481023,0.9666699921021739,0.06683507972244157
2098,-43.70394172442421,4,2,5,5,4,4,3,4,0.9566585145621134,0.9560601873188896,0.9422587403573597,0.4684917862387442,0.9619770130359235,0.06514636025386265,0.24059524969984872,0.9783125046728267,0.0806090222016965
2099,-21.643600591303603,4,2,5,5,4,5,4,4,0.9140451397425035,0.9158579224962651,0.9459178912548094,0.2599601873338183,0.9654344999661371,0.006926931352475245,0.10514403265023377,0.9640216834427454,0.09442230759346187
2100,-23.122244949873455,4,2,5,5,4,2,3,4,0.9519537580565114,0.950896910931716,0.9380263119115001,0.47849134926925546,0.9684325798944623,0.002956088235069316,0.08490761642815733,0.9890557967590234,0.09193649390372359
2101,-163.24249348438093,4,2,5,2,4,3,4,4,0.9540743459813976,0.9470355782952434,0.9438147140836783,0.4608452364590832,0.9636570834914024,0.01042401647851514,0.3870235979457729,0.9533081848212938,0.0883876827080098
2102,-44.204747336952,4,2,5,5,4,4,3,5,0.9299556665518118,0.9323540784974607,0.940241096985225,0.4857444625761234,0.9600409971035563,0.00552072691200207,0.4116259778287394,0.9599003909619863,0.09986975163374455
2103,-6.159991064990708,4,2,5,5,4,5,3,4,0.9174909961508948,0.9302651995241464,0.9479212832777878,0.4923841703714808,0.9664762951854199,0.006936357717373082,0.09337316058312331,0.9622140486566423,0.07916550675466574
2104,-44.978777403977325,4,2,5,5,4,2,3,4,0.9699135631016473,0.9042726750315977,0.9463430714620558,0.46988634870400725,0.9735615319488355,0.004364317704168426,0.32730407310239257,0.9582463766034812,0.04740843070870551
2105,-43.01237501608381,4,2,6,5,2,4,4,2,0.949115323448007,0.9587222928334831,0.9344884309113392,0.4060226733166726,0.9493665804646984,0.00858880957983949,0.1279412723381413,0.949699083657526,0.06276814232229737
2106,-29.426765737674366,4,2,5,5,4,5,3,4,0.9554237781821711,0.9123730583330502,0.8794479321085096,0.44609211299942264,0.9578473936241628,0.012722565167563121,0.05912374727772282,0.9609025956506818,0.08404304982635256
2107,-27.358856527066344,4,2,5,5,4,4,4,5,0.9511887285367492,0.9537705537707927,0.9434084883078107,0.4568419645301517,0.9619807776779723,0.0029557252298683303,0.11699780575775552,0.9646533584935925,0.09578935267656488
2108,-26.413969687796953,4,2,5,5,4,2,4,4,0.9222608236584307,0.9492966016472372,0.941480157371445,0.42816046206684816,0.9450264021690717,0.005546161246129841,0.10672327050745312,0.9547998734272918,0.06843042596413222
2109,-34.94500885436487,4,2,5,5,4,3,3,5,0.9585052384307474,0.9570017698310158,0.9453279491339011,0.4775802109995768,0.9638127503705481,0.010836592495490776,0.07727929754894203,0.9518120400905784,0.0867783730513572
2110,-27.282777451442882,4,2,5,5,4,5,3,4,0.9535344093542658,0.9080992283072538,0.9388758161927172,0.46327632086687837,0.9655387965765432,0.00756900262904522,0.09058035044717297,0.966964502762569,0.059100683610039284
2111,-35.33805702582444,4,2,5,5,4,5,4,4,0.9155858248376385,0.9525077314545398,0.9428069619772784,0.4443424206025385,0.9692727402263216,0.002804789177716013,0.06602062298668337,0.9622809393033285,0.07143074150199198
2112,-23.927821352823354,4,2,5,5,4,4,3,4,0.9190461212896701,0.933727788600905,0.8724748790307854,0.4778410311869507,0.9674430351079617,0.004627811480793541,0.10126932998067956,0.9703695163038507,0.08182541517596204
2113,-24.702923039946096,4,2,5,5,4,2,4,5,0.9246425033036233,0.9546010421547332,0.9371121425392693,0.20032222015307938,0.9600605113901219,0.008488260110303958,0.28581497702445846,0.9446471385703821,0.09224323710088055
2114,-52.01839256936364,4,2,5,5,4,5,3,4,0.9664968890929277,0.9612139023030966,0.947545902944897,0.45330690933092443,0.9707738785539665,0.036078112271316895,0.3968029633808918,0.9586076273598723,0.075690948276455
2115,-27.418709978575386,4,2,5,5,4,3,3,4,0.9556578421831792,0.9098476432361473,0.94468173286477,0.4882312535924174,0.964552455463365,0.0025315052562005285,0.12866982902718502,0.9645709300382617,0.09637683913160833
2116,-16.291061040052803,4,2,5,5,4,4,4,4,0.9524558040608946,0.9558078552405028,0.9405202711559969,0.4691767819476986,0.9619283439350247,0.0056161942531985625,0.11525362596288863,0.9561524723759726,0.08933019378964546
2117,-24.80788843813457,4,2,5,5,4,5,3,4,0.9601424007507924,0.9281374342296752,0.9466675573033314,0.4389704025776701,0.9574656089451407,0.010873947037979708,0.08227083245090046,0.9606072344485348,0.08557311389487457
2118,-17.648372722679515,4,2,5,5,4,2,3,5,0.9503294824118224,0.9502645674953505,0.942784220483308,0.46164282718324606,0.9677780372753673,0.007532791293306566,0.10874437837993707,0.9728830152691614,0.06608220194186294
2119,-47.08333295935096,2,2,5,5,4,5,3,4,0.9176102858993237,0.9583379431600622,0.9357185050919399,0.4137237909442195,0.9635741234787181,0.004351578006311741,0.07353364095018322,0.96819702507332,0.09381611838181178
2120,-31.97074861485769,4,2,4,5,4,4,4,5,0.9570730896513147,0.9520560682463177,0.9486607624062114,0.48003653015540976,0.9660099087231089,0.0025330406350669286,0.05781891600599861,0.9631538608657711,0.07747613542174202
2121,-58.89282343787979,4,2,5,5,4,5,4,4,0.953378824415405,0.9451445158793099,0.876316077202513,0.49284788262495893,0.9497627905629851,0.008884281079815166,0.09698640461460092,0.957253607927268,0.08245261272233781
2122,-34.733674491123665,4,2,5,5,4,2,3,4,0.9636239269326619,0.9019514790849257,0.9395863261528743,0.43091934152847816,0.9465204495384559,0.006387953766954202,0.11751516305019176,0.9654722273605428,0.08015517516950522
2123,-24.604288142862835,4,6,5,5,4,5,3,4,0.9148630823551666,0.9146680506787284,0.944735942785447,0.28608769689275515,0.9621077856238585,0.0010704956178083005,0.41814254485524704,0.9608750829504026,0.09056283466222043
2124,-14.608668580820979,4,2,5,5,4,4,3,5,0.9226201414608088,0.9061985271035061,0.9415779972238575,0.4739812036485208,0.969996449195571,0.02201744472576941,0.22671197722196812,0.9588432264259847,0.07459902066590557
2125,-40.22118521101443,4,2,5,5,4,2,4,6,0.9481679459015722,0.9310179200582467,0.9379888432906688,0.4541798486942833,0.9603740745688154,0.004015147935619656,0.08795150687277764,0.9518232575598323,0.07229759064963906
2126,-26.59477124296875,4,2,5,5,4,5,4,4,0.9795869412963368,0.9558189217643555,0.9438362179308173,0.46535093399462474,0.9647905225035893,0.013199152294508453,0.10604741698907504,0.9483968310183564,0.06947347579595396
2127,-135.53454089766143,4,2,5,4,4,5,3,4,0.9202060985144909,0.91163451510787,0.852360562714822,0.4473729963153419,0.9674201422343114,0.006197975010220739,0.12652204010926169,0.9543311473643925,0.08780518899669988
2128,-48.26580238469608,3,2,5,5,6,4,3,6,0.9570795205024459,0.9642257141038139,0.946140060935823,0.47113498698115025,0.9431086391520788,0.009793853935068712,0.07147670207513515,0.9700668114049474,0.08440699111658183
2129,-23.985455734399203,4,2,5,5,4,2,3,5,0.9510904734398159,0.9597096671969099,0.9414370504699754,0.487527395368854,0.9891120003174315,0.0025808835180957737,0.1005877694318088,0.9630060887246105,0.09834801588306974
